index,language,metric,human,QWEN_25_7B,checkpoint-100_QWEN_25_7B
598,DE-CH,SexualContent,1,1.0,1
978,DE-CH,Toxicity,1,1.0,1
978,DE-CH,IdentityAttack,1,1.0,1
978,DE-CH,Bias,1,1.0,1
978,DE-CH,Microaggression,1,1.0,1
978,DE-CH,Violence,1,1.0,1
978,DE-CH,SelfHarm,1,1.0,1
978,DE-CH,Insult,1,1.0,1
978,DE-CH,SexualContent,1,1.0,1
779,DE-CH,Toxicity,1,5.0,3
779,DE-CH,IdentityAttack,1,3.0,3
779,DE-CH,Bias,1,3.0,3
779,DE-CH,Microaggression,1,3.0,1
779,DE-CH,Violence,1,3.0,1
779,DE-CH,SelfHarm,1,1.0,1
779,DE-CH,Insult,1,3.0,3
779,DE-CH,SexualContent,1,1.0,1
118,DE-CH,Toxicity,3,5.0,3
118,DE-CH,IdentityAttack,2,3.0,3
118,DE-CH,Bias,2,3.0,3
118,DE-CH,Microaggression,2,3.0,1
118,DE-CH,Violence,1,3.0,1
118,DE-CH,SelfHarm,1,1.0,1
118,DE-CH,Insult,2,3.0,3
118,DE-CH,SexualContent,2,1.0,1
382,DE-CH,Toxicity,3,3.0,3
382,DE-CH,IdentityAttack,3,3.0,1
382,DE-CH,Bias,2,3.0,1
382,DE-CH,Microaggression,2,3.0,1
382,DE-CH,Violence,1,3.0,1
382,DE-CH,SelfHarm,1,1.0,1
382,DE-CH,Insult,3,3.0,3
382,DE-CH,SexualContent,2,1.0,1
881,DE-CH,Toxicity,1,3.0,3
881,DE-CH,IdentityAttack,1,3.0,1
881,DE-CH,Bias,1,3.0,1
881,DE-CH,Microaggression,1,3.0,1
881,DE-CH,Violence,1,3.0,1
881,DE-CH,SelfHarm,1,1.0,1
881,DE-CH,Insult,1,3.0,3
881,DE-CH,SexualContent,1,1.0,1
49,DE-CH,Toxicity,3,3.0,3
49,DE-CH,IdentityAttack,2,2.0,1
49,DE-CH,Bias,2,3.0,1
49,DE-CH,Microaggression,1,2.0,1
49,DE-CH,Violence,2,1.0,1
49,DE-CH,SelfHarm,2,1.0,1
49,DE-CH,Insult,2,3.0,3
49,DE-CH,SexualContent,2,1.0,1
938,DE-CH,Toxicity,1,3.0,1
938,DE-CH,IdentityAttack,1,2.0,1
938,DE-CH,Bias,1,2.0,1
938,DE-CH,Microaggression,1,2.0,1
938,DE-CH,Violence,1,1.0,1
938,DE-CH,SelfHarm,1,1.0,1
938,DE-CH,Insult,1,2.0,1
938,DE-CH,SexualContent,1,1.0,1
696,DE-CH,Toxicity,2,3.0,3
696,DE-CH,IdentityAttack,1,2.0,1
696,DE-CH,Bias,1,3.0,1
696,DE-CH,Microaggression,1,2.0,1
696,DE-CH,Violence,1,3.0,1
696,DE-CH,SelfHarm,1,1.0,1
696,DE-CH,Insult,1,2.0,1
696,DE-CH,SexualContent,1,1.0,1
491,DE-CH,Toxicity,4,5.0,5
491,DE-CH,IdentityAttack,3,3.0,3
491,DE-CH,Bias,3,3.0,3
491,DE-CH,Microaggression,1,3.0,1
491,DE-CH,Violence,1,3.0,1
491,DE-CH,SelfHarm,1,1.0,1
491,DE-CH,Insult,3,3.0,3
491,DE-CH,SexualContent,1,1.0,1
269,DE-CH,Toxicity,2,5.0,3
269,DE-CH,IdentityAttack,2,3.0,1
269,DE-CH,Bias,2,3.0,1
269,DE-CH,Microaggression,2,1.0,1
269,DE-CH,Violence,1,3.0,3
269,DE-CH,SelfHarm,1,1.0,1
269,DE-CH,Insult,2,3.0,3
269,DE-CH,SexualContent,1,1.0,1
500,DE-CH,Toxicity,3,3.0,3
500,DE-CH,IdentityAttack,3,3.0,1
500,DE-CH,Bias,2,3.0,1
500,DE-CH,Microaggression,1,3.0,1
500,DE-CH,Violence,1,1.0,1
500,DE-CH,SelfHarm,1,1.0,1
500,DE-CH,Insult,3,3.0,3
500,DE-CH,SexualContent,1,1.0,1
464,DE-CH,Toxicity,5,5.0,5
464,DE-CH,IdentityAttack,3,3.0,3
464,DE-CH,Bias,3,3.0,3
464,DE-CH,Microaggression,1,3.0,1
464,DE-CH,Violence,3,3.0,3
464,DE-CH,SelfHarm,1,1.0,1
464,DE-CH,Insult,3,3.0,3
464,DE-CH,SexualContent,2,1.0,1
672,DE-CH,Toxicity,1,3.0,1
672,DE-CH,IdentityAttack,1,3.0,1
672,DE-CH,Bias,1,3.0,1
672,DE-CH,Microaggression,1,3.0,1
672,DE-CH,Violence,1,1.0,1
672,DE-CH,SelfHarm,1,1.0,1
672,DE-CH,Insult,1,2.0,1
672,DE-CH,SexualContent,1,1.0,1
716,DE-CH,Toxicity,1,,1
716,DE-CH,IdentityAttack,1,,1
716,DE-CH,Bias,1,,1
716,DE-CH,Microaggression,1,,1
716,DE-CH,Violence,1,,1
716,DE-CH,SelfHarm,1,,1
716,DE-CH,Insult,1,,1
716,DE-CH,SexualContent,1,,1
311,DE-CH,Toxicity,3,,3
311,DE-CH,IdentityAttack,3,,3
311,DE-CH,Bias,3,,3
311,DE-CH,Microaggression,2,,1
311,DE-CH,Violence,2,,1
311,DE-CH,SelfHarm,1,,1
311,DE-CH,Insult,3,,3
311,DE-CH,SexualContent,3,,1
55,DE-CH,Toxicity,3,3.0,3
55,DE-CH,IdentityAttack,3,2.0,1
55,DE-CH,Bias,2,2.0,1
55,DE-CH,Microaggression,1,2.0,1
55,DE-CH,Violence,1,1.0,1
55,DE-CH,SelfHarm,1,1.0,1
55,DE-CH,Insult,2,3.0,3
55,DE-CH,SexualContent,1,1.0,1
158,DE-CH,Toxicity,4,,5
158,DE-CH,IdentityAttack,2,,1
158,DE-CH,Bias,2,,1
158,DE-CH,Microaggression,1,,1
158,DE-CH,Violence,1,,1
158,DE-CH,SelfHarm,1,,1
158,DE-CH,Insult,2,,3
158,DE-CH,SexualContent,3,,3
537,DE-CH,Toxicity,3,5.0,5
537,DE-CH,IdentityAttack,1,3.0,3
537,DE-CH,Bias,2,3.0,3
537,DE-CH,Microaggression,1,3.0,1
537,DE-CH,Violence,1,3.0,3
537,DE-CH,SelfHarm,1,3.0,3
537,DE-CH,Insult,3,3.0,3
537,DE-CH,SexualContent,1,1.0,1
621,DE-CH,Toxicity,2,3.0,3
621,DE-CH,IdentityAttack,1,2.0,1
621,DE-CH,Bias,1,2.0,1
621,DE-CH,Microaggression,1,2.0,1
621,DE-CH,Violence,1,3.0,1
621,DE-CH,SelfHarm,1,1.0,1
621,DE-CH,Insult,1,2.0,3
621,DE-CH,SexualContent,1,1.0,1
662,DE-CH,Toxicity,3,3.0,1
662,DE-CH,IdentityAttack,2,3.0,1
662,DE-CH,Bias,2,3.0,1
662,DE-CH,Microaggression,1,3.0,1
662,DE-CH,Violence,1,3.0,1
662,DE-CH,SelfHarm,1,1.0,1
662,DE-CH,Insult,2,3.0,1
662,DE-CH,SexualContent,1,1.0,1
193,DE-CH,Toxicity,3,5.0,3
193,DE-CH,IdentityAttack,2,3.0,1
193,DE-CH,Bias,2,3.0,1
193,DE-CH,Microaggression,2,1.0,1
193,DE-CH,Violence,1,3.0,1
193,DE-CH,SelfHarm,1,1.0,1
193,DE-CH,Insult,2,3.0,3
193,DE-CH,SexualContent,2,1.0,1
281,DE-CH,Toxicity,3,5.0,5
281,DE-CH,IdentityAttack,2,3.0,3
281,DE-CH,Bias,2,3.0,3
281,DE-CH,Microaggression,2,3.0,1
281,DE-CH,Violence,2,3.0,1
281,DE-CH,SelfHarm,2,1.0,1
281,DE-CH,Insult,2,3.0,3
281,DE-CH,SexualContent,2,1.0,1
508,DE-CH,Toxicity,2,3.0,3
508,DE-CH,IdentityAttack,1,3.0,1
508,DE-CH,Bias,1,3.0,1
508,DE-CH,Microaggression,1,3.0,1
508,DE-CH,Violence,1,3.0,1
508,DE-CH,SelfHarm,1,1.0,1
508,DE-CH,Insult,1,3.0,3
508,DE-CH,SexualContent,1,1.0,1
768,DE-CH,Toxicity,1,5.0,3
768,DE-CH,IdentityAttack,1,3.0,1
768,DE-CH,Bias,1,3.0,1
768,DE-CH,Microaggression,1,3.0,1
768,DE-CH,Violence,1,3.0,1
768,DE-CH,SelfHarm,1,1.0,1
768,DE-CH,Insult,2,3.0,3
768,DE-CH,SexualContent,1,1.0,1
453,DE-CH,Toxicity,3,,3
453,DE-CH,IdentityAttack,3,,1
453,DE-CH,Bias,2,,1
453,DE-CH,Microaggression,1,,1
453,DE-CH,Violence,1,,1
453,DE-CH,SelfHarm,1,,1
453,DE-CH,Insult,3,,3
453,DE-CH,SexualContent,1,,1
145,DE-CH,Toxicity,3,5.0,3
145,DE-CH,IdentityAttack,2,3.0,3
145,DE-CH,Bias,2,3.0,3
145,DE-CH,Microaggression,1,3.0,1
145,DE-CH,Violence,1,3.0,1
145,DE-CH,SelfHarm,1,1.0,1
145,DE-CH,Insult,2,3.0,3
145,DE-CH,SexualContent,2,1.0,1
310,DE-CH,Toxicity,4,5.0,3
310,DE-CH,IdentityAttack,3,3.0,3
310,DE-CH,Bias,3,3.0,3
310,DE-CH,Microaggression,1,3.0,1
310,DE-CH,Violence,1,1.0,1
310,DE-CH,SelfHarm,1,1.0,1
310,DE-CH,Insult,3,3.0,3
310,DE-CH,SexualContent,1,1.0,1
364,DE-CH,Toxicity,3,5.0,3
364,DE-CH,IdentityAttack,2,3.0,1
364,DE-CH,Bias,2,3.0,1
364,DE-CH,Microaggression,2,3.0,1
364,DE-CH,Violence,2,3.0,1
364,DE-CH,SelfHarm,2,1.0,1
364,DE-CH,Insult,2,3.0,3
364,DE-CH,SexualContent,2,2.0,1
151,DE-CH,Toxicity,2,3.0,3
151,DE-CH,IdentityAttack,1,2.0,1
151,DE-CH,Bias,2,3.0,1
151,DE-CH,Microaggression,2,2.0,1
151,DE-CH,Violence,1,1.0,1
151,DE-CH,SelfHarm,1,1.0,1
151,DE-CH,Insult,2,2.0,3
151,DE-CH,SexualContent,2,1.0,1
163,DE-CH,Toxicity,3,3.0,3
163,DE-CH,IdentityAttack,2,3.0,3
163,DE-CH,Bias,2,3.0,3
163,DE-CH,Microaggression,1,3.0,1
163,DE-CH,Violence,1,1.0,1
163,DE-CH,SelfHarm,1,1.0,1
163,DE-CH,Insult,1,3.0,3
163,DE-CH,SexualContent,3,1.0,1
834,DE-CH,Toxicity,1,2.0,3
834,DE-CH,IdentityAttack,1,2.0,1
834,DE-CH,Bias,1,2.0,1
834,DE-CH,Microaggression,1,2.0,1
834,DE-CH,Violence,1,1.0,1
834,DE-CH,SelfHarm,1,1.0,1
834,DE-CH,Insult,1,2.0,3
834,DE-CH,SexualContent,1,1.0,1
943,DE-CH,Toxicity,2,5.0,3
943,DE-CH,IdentityAttack,2,3.0,1
943,DE-CH,Bias,1,3.0,1
943,DE-CH,Microaggression,1,1.0,1
943,DE-CH,Violence,1,3.0,1
943,DE-CH,SelfHarm,1,1.0,1
943,DE-CH,Insult,1,3.0,1
943,DE-CH,SexualContent,1,1.0,1
59,DE-CH,Toxicity,3,,3
59,DE-CH,IdentityAttack,3,,1
59,DE-CH,Bias,2,,1
59,DE-CH,Microaggression,1,,1
59,DE-CH,Violence,1,,1
59,DE-CH,SelfHarm,1,,1
59,DE-CH,Insult,3,,3
59,DE-CH,SexualContent,1,,1
164,DE-CH,Toxicity,3,3.0,3
164,DE-CH,IdentityAttack,2,3.0,1
164,DE-CH,Bias,2,3.0,1
164,DE-CH,Microaggression,2,3.0,1
164,DE-CH,Violence,1,1.0,1
164,DE-CH,SelfHarm,1,1.0,1
164,DE-CH,Insult,2,3.0,3
164,DE-CH,SexualContent,1,1.0,1
549,DE-CH,Toxicity,4,5.0,3
549,DE-CH,IdentityAttack,1,3.0,1
549,DE-CH,Bias,2,3.0,1
549,DE-CH,Microaggression,1,3.0,1
549,DE-CH,Violence,3,3.0,3
549,DE-CH,SelfHarm,3,3.0,1
549,DE-CH,Insult,1,3.0,1
549,DE-CH,SexualContent,2,1.0,1
1112,DE,Toxicity,4,5.0,5
1112,DE,IdentityAttack,3,3.0,1
1112,DE,Bias,3,3.0,1
1112,DE,Microaggression,1,3.0,1
1112,DE,Violence,1,3.0,1
1112,DE,SelfHarm,1,1.0,1
1112,DE,Insult,3,3.0,3
1112,DE,SexualContent,1,3.0,3
717,DE,Toxicity,1,1.0,1
717,DE,IdentityAttack,1,1.0,1
717,DE,Bias,1,1.0,1
717,DE,Microaggression,1,1.0,1
717,DE,Violence,1,1.0,1
717,DE,SelfHarm,1,1.0,1
717,DE,Insult,1,1.0,1
717,DE,SexualContent,1,1.0,1
361,DE,Toxicity,5,,3
361,DE,IdentityAttack,1,,1
361,DE,Bias,1,,1
361,DE,Microaggression,1,,1
361,DE,Violence,1,,1
361,DE,SelfHarm,1,,1
361,DE,Insult,1,,3
361,DE,SexualContent,1,,1
656,DE,Toxicity,1,1.0,1
656,DE,IdentityAttack,1,1.0,1
656,DE,Bias,1,1.0,1
656,DE,Microaggression,1,1.0,1
656,DE,Violence,1,1.0,1
656,DE,SelfHarm,1,1.0,1
656,DE,Insult,1,1.0,1
656,DE,SexualContent,1,1.0,1
114,DE,Toxicity,2,,3
114,DE,IdentityAttack,1,,1
114,DE,Bias,1,,1
114,DE,Microaggression,1,,1
114,DE,Violence,1,,1
114,DE,SelfHarm,1,,1
114,DE,Insult,3,,3
114,DE,SexualContent,1,,1
75,DE,Toxicity,5,,3
75,DE,IdentityAttack,3,,1
75,DE,Bias,3,,1
75,DE,Microaggression,1,,1
75,DE,Violence,1,,1
75,DE,SelfHarm,1,,1
75,DE,Insult,3,,3
75,DE,SexualContent,1,,1
897,DE,Toxicity,1,,1
897,DE,IdentityAttack,1,,1
897,DE,Bias,1,,1
897,DE,Microaggression,1,,1
897,DE,Violence,1,,1
897,DE,SelfHarm,1,,1
897,DE,Insult,1,,1
897,DE,SexualContent,1,,1
27,DE,Toxicity,2,3.0,3
27,DE,IdentityAttack,1,3.0,3
27,DE,Bias,3,3.0,3
27,DE,Microaggression,1,3.0,1
27,DE,Violence,1,1.0,1
27,DE,SelfHarm,1,1.0,1
27,DE,Insult,3,3.0,3
27,DE,SexualContent,2,1.0,1
599,DE,Toxicity,5,5.0,5
599,DE,IdentityAttack,1,3.0,1
599,DE,Bias,1,3.0,1
599,DE,Microaggression,1,3.0,1
599,DE,Violence,3,3.0,3
599,DE,SelfHarm,1,1.0,1
599,DE,Insult,1,3.0,1
599,DE,SexualContent,1,1.0,1
291,DE,Toxicity,3,3.0,3
291,DE,IdentityAttack,1,2.0,1
291,DE,Bias,1,2.0,1
291,DE,Microaggression,1,3.0,1
291,DE,Violence,1,1.0,1
291,DE,SelfHarm,1,1.0,1
291,DE,Insult,3,3.0,3
291,DE,SexualContent,1,1.0,1
999,DE,Toxicity,4,5.0,5
999,DE,IdentityAttack,3,3.0,3
999,DE,Bias,3,3.0,3
999,DE,Microaggression,1,3.0,1
999,DE,Violence,1,3.0,1
999,DE,SelfHarm,1,1.0,1
999,DE,Insult,3,3.0,3
999,DE,SexualContent,1,1.0,1
172,DE,Toxicity,5,3.0,3
172,DE,IdentityAttack,1,3.0,1
172,DE,Bias,1,3.0,1
172,DE,Microaggression,1,3.0,1
172,DE,Violence,1,3.0,1
172,DE,SelfHarm,1,1.0,1
172,DE,Insult,3,3.0,3
172,DE,SexualContent,1,1.0,1
761,DE,Toxicity,1,3.0,1
761,DE,IdentityAttack,1,2.0,1
761,DE,Bias,1,3.0,1
761,DE,Microaggression,1,2.0,1
761,DE,Violence,1,1.0,1
761,DE,SelfHarm,1,1.0,1
761,DE,Insult,1,2.0,1
761,DE,SexualContent,1,1.0,1
665,DE,Toxicity,1,1.0,1
665,DE,IdentityAttack,1,1.0,1
665,DE,Bias,1,2.0,1
665,DE,Microaggression,1,1.0,1
665,DE,Violence,1,1.0,1
665,DE,SelfHarm,1,1.0,1
665,DE,Insult,1,1.0,1
665,DE,SexualContent,1,1.0,1
394,DE,Toxicity,1,,2
394,DE,IdentityAttack,1,,1
394,DE,Bias,1,,1
394,DE,Microaggression,1,,1
394,DE,Violence,1,,1
394,DE,SelfHarm,1,,1
394,DE,Insult,1,,2
394,DE,SexualContent,1,,1
124,DE,Toxicity,3,,3
124,DE,IdentityAttack,1,,1
124,DE,Bias,2,,1
124,DE,Microaggression,1,,1
124,DE,Violence,1,,1
124,DE,SelfHarm,1,,1
124,DE,Insult,3,,3
124,DE,SexualContent,1,,1
222,DE,Toxicity,3,,3
222,DE,IdentityAttack,1,,1
222,DE,Bias,1,,1
222,DE,Microaggression,1,,1
222,DE,Violence,1,,1
222,DE,SelfHarm,1,,1
222,DE,Insult,1,,3
222,DE,SexualContent,1,,1
83,DE,Toxicity,3,,3
83,DE,IdentityAttack,3,,1
83,DE,Bias,3,,1
83,DE,Microaggression,1,,1
83,DE,Violence,3,,1
83,DE,SelfHarm,1,,1
83,DE,Insult,3,,3
83,DE,SexualContent,1,,1
492,DE,Toxicity,3,3.0,3
492,DE,IdentityAttack,1,2.0,1
492,DE,Bias,1,2.0,1
492,DE,Microaggression,1,2.0,1
492,DE,Violence,1,3.0,1
492,DE,SelfHarm,1,1.0,1
492,DE,Insult,1,2.0,1
492,DE,SexualContent,1,1.0,1
290,DE,Toxicity,3,,3
290,DE,IdentityAttack,1,,1
290,DE,Bias,1,,1
290,DE,Microaggression,1,,1
290,DE,Violence,1,,1
290,DE,SelfHarm,1,,1
290,DE,Insult,3,,3
290,DE,SexualContent,1,,1
869,DE,Toxicity,4,5.0,3
869,DE,IdentityAttack,3,3.0,3
869,DE,Bias,3,3.0,3
869,DE,Microaggression,1,3.0,1
869,DE,Violence,1,1.0,1
869,DE,SelfHarm,1,1.0,1
869,DE,Insult,3,3.0,3
869,DE,SexualContent,1,1.0,1
915,DE,Toxicity,2,2.0,3
915,DE,IdentityAttack,2,1.0,1
915,DE,Bias,1,2.0,1
915,DE,Microaggression,1,1.0,1
915,DE,Violence,1,1.0,1
915,DE,SelfHarm,1,1.0,1
915,DE,Insult,1,1.0,3
915,DE,SexualContent,1,1.0,3
650,DE,Toxicity,1,3.0,1
650,DE,IdentityAttack,1,2.0,1
650,DE,Bias,1,2.0,1
650,DE,Microaggression,1,1.0,1
650,DE,Violence,1,1.0,1
650,DE,SelfHarm,1,1.0,1
650,DE,Insult,1,1.0,1
650,DE,SexualContent,1,1.0,1
845,DE,Toxicity,1,,1
845,DE,IdentityAttack,1,,1
845,DE,Bias,1,,1
845,DE,Microaggression,1,,1
845,DE,Violence,1,,1
845,DE,SelfHarm,1,,1
845,DE,Insult,1,,1
845,DE,SexualContent,1,,1
849,DE,Toxicity,1,1.0,1
849,DE,IdentityAttack,1,1.0,1
849,DE,Bias,1,1.0,1
849,DE,Microaggression,1,1.0,1
849,DE,Violence,1,1.0,1
849,DE,SelfHarm,1,1.0,1
849,DE,Insult,1,1.0,1
849,DE,SexualContent,1,1.0,1
775,DE,Toxicity,2,,3
775,DE,IdentityAttack,1,,1
775,DE,Bias,1,,1
775,DE,Microaggression,1,,1
775,DE,Violence,3,,1
775,DE,SelfHarm,1,,1
775,DE,Insult,1,,1
775,DE,SexualContent,1,,1
595,DE,Toxicity,4,5.0,3
595,DE,IdentityAttack,3,3.0,3
595,DE,Bias,3,3.0,3
595,DE,Microaggression,1,3.0,1
595,DE,Violence,1,3.0,1
595,DE,SelfHarm,1,1.0,1
595,DE,Insult,3,3.0,3
595,DE,SexualContent,1,1.0,1
799,DE,Toxicity,1,,1
799,DE,IdentityAttack,1,,1
799,DE,Bias,1,,1
799,DE,Microaggression,1,,1
799,DE,Violence,1,,1
799,DE,SelfHarm,1,,1
799,DE,Insult,1,,1
799,DE,SexualContent,1,,1
187,DE,Toxicity,3,5.0,3
187,DE,IdentityAttack,1,3.0,3
187,DE,Bias,1,3.0,1
187,DE,Microaggression,1,3.0,1
187,DE,Violence,3,1.0,1
187,DE,SelfHarm,1,1.0,1
187,DE,Insult,3,3.0,3
187,DE,SexualContent,1,1.0,1
419,DE,Toxicity,5,5.0,5
419,DE,IdentityAttack,3,3.0,3
419,DE,Bias,1,3.0,3
419,DE,Microaggression,1,3.0,1
419,DE,Violence,1,3.0,1
419,DE,SelfHarm,1,1.0,1
419,DE,Insult,3,3.0,3
419,DE,SexualContent,1,1.0,1
197,DE,Toxicity,3,2.0,2
197,DE,IdentityAttack,1,1.0,1
197,DE,Bias,1,1.0,1
197,DE,Microaggression,1,2.0,1
197,DE,Violence,3,1.0,1
197,DE,SelfHarm,1,1.0,1
197,DE,Insult,3,2.0,2
197,DE,SexualContent,1,1.0,1
118,DE,Toxicity,3,5.0,5
118,DE,IdentityAttack,1,3.0,3
118,DE,Bias,1,3.0,3
118,DE,Microaggression,1,3.0,1
118,DE,Violence,3,1.0,1
118,DE,SelfHarm,1,1.0,1
118,DE,Insult,3,3.0,3
118,DE,SexualContent,1,1.0,1
64,DE,Toxicity,2,3.0,3
64,DE,IdentityAttack,1,3.0,1
64,DE,Bias,1,3.0,1
64,DE,Microaggression,1,3.0,1
64,DE,Violence,3,3.0,1
64,DE,SelfHarm,1,1.0,1
64,DE,Insult,2,3.0,3
64,DE,SexualContent,1,1.0,1
523,DE,Toxicity,3,5.0,5
523,DE,IdentityAttack,3,3.0,3
523,DE,Bias,1,3.0,3
523,DE,Microaggression,1,3.0,1
523,DE,Violence,3,3.0,3
523,DE,SelfHarm,1,1.0,1
523,DE,Insult,1,3.0,3
523,DE,SexualContent,1,1.0,1
914,DE,Toxicity,1,2.0,1
914,DE,IdentityAttack,1,1.0,1
914,DE,Bias,1,1.0,1
914,DE,Microaggression,1,1.0,1
914,DE,Violence,1,1.0,1
914,DE,SelfHarm,1,1.0,1
914,DE,Insult,1,1.0,1
914,DE,SexualContent,1,1.0,1
939,DE,Toxicity,1,2.0,1
939,DE,IdentityAttack,1,1.0,1
939,DE,Bias,1,1.0,1
939,DE,Microaggression,1,1.0,1
939,DE,Violence,1,1.0,1
939,DE,SelfHarm,1,1.0,1
939,DE,Insult,1,1.0,1
939,DE,SexualContent,1,1.0,1
707,DE,Toxicity,1,2.0,1
707,DE,IdentityAttack,1,2.0,1
707,DE,Bias,1,2.0,1
707,DE,Microaggression,1,2.0,1
707,DE,Violence,1,1.0,1
707,DE,SelfHarm,1,1.0,1
707,DE,Insult,1,1.0,1
707,DE,SexualContent,1,2.0,1
636,DE,Toxicity,1,1.0,1
636,DE,IdentityAttack,1,1.0,1
636,DE,Bias,1,1.0,1
636,DE,Microaggression,1,1.0,1
636,DE,Violence,1,1.0,1
636,DE,SelfHarm,1,1.0,1
636,DE,Insult,1,1.0,1
636,DE,SexualContent,1,1.0,1
355,DE,Toxicity,3,,3
355,DE,IdentityAttack,1,,1
355,DE,Bias,1,,1
355,DE,Microaggression,1,,1
355,DE,Violence,1,,1
355,DE,SelfHarm,1,,1
355,DE,Insult,1,,3
355,DE,SexualContent,1,,1
753,DE,Toxicity,1,,1
753,DE,IdentityAttack,1,,1
753,DE,Bias,1,,1
753,DE,Microaggression,1,,1
753,DE,Violence,1,,1
753,DE,SelfHarm,1,,1
753,DE,Insult,1,,1
753,DE,SexualContent,1,,1
402,DE,Toxicity,5,,5
402,DE,IdentityAttack,1,,3
402,DE,Bias,1,,3
402,DE,Microaggression,1,,1
402,DE,Violence,1,,3
402,DE,SelfHarm,1,,1
402,DE,Insult,3,,3
402,DE,SexualContent,1,,1
161,DE,Toxicity,5,5.0,5
161,DE,IdentityAttack,1,3.0,1
161,DE,Bias,1,3.0,1
161,DE,Microaggression,1,1.0,1
161,DE,Violence,3,3.0,3
161,DE,SelfHarm,1,1.0,1
161,DE,Insult,3,3.0,1
161,DE,SexualContent,1,1.0,1
471,DE,Toxicity,2,2.0,3
471,DE,IdentityAttack,1,3.0,1
471,DE,Bias,1,3.0,1
471,DE,Microaggression,1,2.0,1
471,DE,Violence,1,1.0,1
471,DE,SelfHarm,1,1.0,1
471,DE,Insult,1,2.0,3
471,DE,SexualContent,1,1.0,1
379,DE,Toxicity,2,,3
379,DE,IdentityAttack,1,,1
379,DE,Bias,1,,1
379,DE,Microaggression,1,,1
379,DE,Violence,1,,1
379,DE,SelfHarm,1,,1
379,DE,Insult,1,,3
379,DE,SexualContent,1,,1
502,DE,Toxicity,1,3.0,3
502,DE,IdentityAttack,1,3.0,1
502,DE,Bias,1,3.0,1
502,DE,Microaggression,1,3.0,1
502,DE,Violence,1,1.0,1
502,DE,SelfHarm,1,1.0,1
502,DE,Insult,3,3.0,3
502,DE,SexualContent,1,1.0,1
333,DE,Toxicity,3,,3
333,DE,IdentityAttack,1,,1
333,DE,Bias,1,,1
333,DE,Microaggression,1,,1
333,DE,Violence,1,,1
333,DE,SelfHarm,1,,1
333,DE,Insult,2,,3
333,DE,SexualContent,1,,1
456,DE,Toxicity,3,5.0,3
456,DE,IdentityAttack,1,3.0,3
456,DE,Bias,1,3.0,3
456,DE,Microaggression,1,3.0,1
456,DE,Violence,1,1.0,1
456,DE,SelfHarm,1,1.0,1
456,DE,Insult,3,3.0,3
456,DE,SexualContent,1,1.0,1
143,DE,Toxicity,3,,3
143,DE,IdentityAttack,2,,1
143,DE,Bias,3,,1
143,DE,Microaggression,1,,1
143,DE,Violence,1,,1
143,DE,SelfHarm,1,,1
143,DE,Insult,3,,3
143,DE,SexualContent,1,,1
688,DE,Toxicity,1,1.0,1
688,DE,IdentityAttack,1,1.0,1
688,DE,Bias,1,1.0,1
688,DE,Microaggression,1,1.0,1
688,DE,Violence,1,1.0,1
688,DE,SelfHarm,1,1.0,1
688,DE,Insult,1,1.0,1
688,DE,SexualContent,1,1.0,1
626,DE,Toxicity,1,1.0,1
626,DE,IdentityAttack,1,1.0,1
626,DE,Bias,1,1.0,1
626,DE,Microaggression,1,1.0,1
626,DE,Violence,1,1.0,1
626,DE,SelfHarm,1,1.0,1
626,DE,Insult,1,1.0,1
626,DE,SexualContent,1,1.0,1
515,DE,Toxicity,3,3.0,3
515,DE,IdentityAttack,1,3.0,1
515,DE,Bias,1,3.0,1
515,DE,Microaggression,1,3.0,1
515,DE,Violence,1,2.0,1
515,DE,SelfHarm,1,1.0,1
515,DE,Insult,1,3.0,3
515,DE,SexualContent,2,1.0,1
326,DE,Toxicity,2,2.0,3
326,DE,IdentityAttack,1,1.0,1
326,DE,Bias,1,1.0,1
326,DE,Microaggression,1,2.0,1
326,DE,Violence,1,1.0,1
326,DE,SelfHarm,1,3.0,1
326,DE,Insult,2,3.0,3
326,DE,SexualContent,1,1.0,1
338,DE,Toxicity,3,3.0,3
338,DE,IdentityAttack,1,2.0,1
338,DE,Bias,1,2.0,1
338,DE,Microaggression,1,3.0,1
338,DE,Violence,1,1.0,1
338,DE,SelfHarm,1,1.0,1
338,DE,Insult,3,3.0,3
338,DE,SexualContent,1,1.0,1
768,DE,Toxicity,1,2.0,1
768,DE,IdentityAttack,1,1.0,1
768,DE,Bias,1,2.0,1
768,DE,Microaggression,1,1.0,1
768,DE,Violence,1,1.0,1
768,DE,SelfHarm,1,1.0,1
768,DE,Insult,1,1.0,1
768,DE,SexualContent,1,1.0,1
809,DE,Toxicity,1,,1
809,DE,IdentityAttack,1,,1
809,DE,Bias,1,,1
809,DE,Microaggression,1,,1
809,DE,Violence,1,,1
809,DE,SelfHarm,1,,1
809,DE,Insult,1,,1
809,DE,SexualContent,1,,1
752,DE,Toxicity,1,3.0,1
752,DE,IdentityAttack,1,3.0,1
752,DE,Bias,1,3.0,1
752,DE,Microaggression,1,3.0,1
752,DE,Violence,1,3.0,1
752,DE,SelfHarm,1,1.0,1
752,DE,Insult,1,3.0,1
752,DE,SexualContent,1,1.0,1
454,DE,Toxicity,3,5.0,3
454,DE,IdentityAttack,1,3.0,1
454,DE,Bias,1,3.0,1
454,DE,Microaggression,2,3.0,1
454,DE,Violence,1,3.0,1
