index,language,metric,human,QWEN_25_7B,checkpoint-100_QWEN_25_7B,checkpoint-200_QWEN_25_7B,checkpoint-300_QWEN_25_7B,checkpoint-400_QWEN_25_7B,checkpoint-500_QWEN_25_7B,checkpoint-1000_QWEN_25_7B
560,CY,Violence,1,1.0,,,,,,3
560,CY,SelfHarm,1,1.0,,,,,,1
560,CY,Insult,2,1.0,,,,,,3
560,CY,SexualContent,3,1.0,,,,,,1
353,CY,Toxicity,2,1.0,,,,,,3
353,CY,IdentityAttack,1,1.0,,,,,,3
353,CY,Bias,3,1.0,,,,,,3
353,CY,Microaggression,1,1.0,,,,,,1
353,CY,Violence,1,1.0,,,,,,1
353,CY,SelfHarm,1,1.0,,,,,,1
353,CY,Insult,3,1.0,,,,,,3
353,CY,SexualContent,1,1.0,,,,,,1
578,CY,Toxicity,2,3.0,,,,,,2
578,CY,IdentityAttack,1,2.0,,,,,,1
578,CY,Bias,2,3.0,,,,,,1
578,CY,Microaggression,1,1.0,,,,,,1
578,CY,Violence,1,2.0,,,,,,1
578,CY,SelfHarm,1,1.0,,,,,,1
578,CY,Insult,2,1.0,,,,,,2
578,CY,SexualContent,1,1.0,,,,,,1
224,CY,Toxicity,2,,,,,,,3
224,CY,IdentityAttack,1,,,,,,,1
224,CY,Bias,1,,,,,,,1
224,CY,Microaggression,1,,,,,,,1
224,CY,Violence,1,,,,,,,1
224,CY,SelfHarm,1,,,,,,,1
224,CY,Insult,2,,,,,,,3
224,CY,SexualContent,1,,,,,,,1
597,CY,Toxicity,3,3.0,3.0,3.0,3.0,3.0,3.0,3
597,CY,IdentityAttack,2,3.0,1.0,3.0,3.0,3.0,3.0,3
597,CY,Bias,2,3.0,1.0,3.0,3.0,3.0,1.0,3
597,CY,Microaggression,2,3.0,1.0,1.0,1.0,1.0,1.0,1
597,CY,Violence,1,3.0,1.0,1.0,1.0,1.0,1.0,1
597,CY,SelfHarm,1,1.0,1.0,1.0,1.0,1.0,1.0,1
597,CY,Insult,3,3.0,3.0,3.0,3.0,3.0,3.0,3
597,CY,SexualContent,1,1.0,1.0,1.0,1.0,1.0,1.0,1
854,CY,Toxicity,3,1.0,,,,,,1
854,CY,IdentityAttack,1,1.0,,,,,,1
854,CY,Bias,1,1.0,,,,,,1
854,CY,Microaggression,1,1.0,,,,,,1
854,CY,Violence,1,1.0,,,,,,1
854,CY,SelfHarm,3,1.0,,,,,,1
854,CY,Insult,1,1.0,,,,,,1
854,CY,SexualContent,1,1.0,,,,,,1
961,CY,Toxicity,2,5.0,,,,,,3
961,CY,IdentityAttack,1,1.0,,,,,,1
961,CY,Bias,1,1.0,,,,,,1
961,CY,Microaggression,1,1.0,,,,,,1
961,CY,Violence,1,3.0,,,,,,1
961,CY,SelfHarm,1,3.0,,,,,,1
961,CY,Insult,2,2.0,,,,,,3
961,CY,SexualContent,1,1.0,,,,,,1
413,CY,Toxicity,3,3.0,,,,,,3
413,CY,IdentityAttack,2,3.0,,,,,,1
413,CY,Bias,2,3.0,,,,,,1
413,CY,Microaggression,1,3.0,,,,,,1
413,CY,Violence,1,1.0,,,,,,1
413,CY,SelfHarm,1,1.0,,,,,,1
413,CY,Insult,3,3.0,,,,,,3
413,CY,SexualContent,1,1.0,,,,,,1
233,CY,Toxicity,4,,,,,,,2
233,CY,IdentityAttack,3,,,,,,,1
233,CY,Bias,2,,,,,,,1
233,CY,Microaggression,1,,,,,,,1
233,CY,Violence,1,,,,,,,1
233,CY,SelfHarm,2,,,,,,,1
233,CY,Insult,3,,,,,,,2
233,CY,SexualContent,1,,,,,,,1
473,CY,Toxicity,2,3.0,3.0,3.0,3.0,3.0,3.0,3
473,CY,IdentityAttack,1,2.0,1.0,1.0,1.0,1.0,1.0,1
473,CY,Bias,1,2.0,1.0,1.0,1.0,1.0,1.0,1
473,CY,Microaggression,1,2.0,1.0,1.0,1.0,1.0,1.0,1
473,CY,Violence,1,2.0,1.0,1.0,1.0,1.0,1.0,3
473,CY,SelfHarm,1,1.0,1.0,1.0,1.0,1.0,1.0,1
473,CY,Insult,3,2.0,3.0,3.0,3.0,3.0,3.0,3
473,CY,SexualContent,1,1.0,1.0,1.0,1.0,1.0,1.0,1
604,CY,Toxicity,2,,,,,,,2
604,CY,IdentityAttack,1,,,,,,,1
604,CY,Bias,1,,,,,,,1
604,CY,Microaggression,1,,,,,,,1
604,CY,Violence,1,,,,,,,1
604,CY,SelfHarm,1,,,,,,,1
604,CY,Insult,2,,,,,,,2
604,CY,SexualContent,1,,,,,,,1
358,CY,Toxicity,1,3.0,3.0,3.0,3.0,3.0,3.0,3
358,CY,IdentityAttack,1,3.0,1.0,3.0,1.0,3.0,1.0,1
358,CY,Bias,1,3.0,1.0,3.0,1.0,1.0,1.0,1
358,CY,Microaggression,1,3.0,1.0,1.0,1.0,1.0,1.0,1
358,CY,Violence,1,3.0,1.0,3.0,1.0,1.0,1.0,1
358,CY,SelfHarm,1,1.0,1.0,1.0,1.0,1.0,1.0,1
358,CY,Insult,1,3.0,3.0,3.0,3.0,3.0,3.0,3
358,CY,SexualContent,1,1.0,1.0,1.0,1.0,1.0,1.0,1
31,CY,Toxicity,2,2.0,,,,,,2
31,CY,IdentityAttack,2,2.0,,,,,,1
31,CY,Bias,3,2.0,,,,,,1
31,CY,Microaggression,1,2.0,,,,,,1
31,CY,Violence,1,1.0,,,,,,1
31,CY,SelfHarm,1,1.0,,,,,,1
31,CY,Insult,2,2.0,,,,,,2
31,CY,SexualContent,1,1.0,,,,,,1
583,CY,Toxicity,3,3.0,3.0,3.0,3.0,3.0,3.0,3
583,CY,IdentityAttack,3,3.0,3.0,3.0,3.0,3.0,3.0,3
583,CY,Bias,2,3.0,3.0,3.0,3.0,3.0,3.0,3
583,CY,Microaggression,2,3.0,1.0,1.0,1.0,1.0,1.0,1
583,CY,Violence,2,3.0,1.0,1.0,1.0,1.0,1.0,1
583,CY,SelfHarm,1,1.0,1.0,1.0,1.0,1.0,1.0,1
583,CY,Insult,3,3.0,3.0,3.0,3.0,3.0,3.0,3
583,CY,SexualContent,3,1.0,1.0,1.0,1.0,1.0,1.0,1
442,CY,Toxicity,2,5.0,5.0,,,4.0,4.0,3
442,CY,IdentityAttack,2,3.0,3.0,,,3.0,3.0,3
442,CY,Bias,2,3.0,3.0,,,3.0,3.0,3
442,CY,Microaggression,2,3.0,1.0,,,1.0,1.0,1
442,CY,Violence,2,3.0,3.0,,,1.0,1.0,1
442,CY,SelfHarm,2,1.0,1.0,,,1.0,1.0,1
442,CY,Insult,3,3.0,3.0,,,3.0,3.0,3
442,CY,SexualContent,1,1.0,1.0,,,1.0,1.0,1
60,CY,Toxicity,2,,,,,,,2
60,CY,IdentityAttack,1,,,,,,,1
60,CY,Bias,1,,,,,,,1
60,CY,Microaggression,1,,,,,,,1
60,CY,Violence,2,,,,,,,1
60,CY,SelfHarm,2,,,,,,,1
60,CY,Insult,2,,,,,,,3
60,CY,SexualContent,2,,,,,,,1
350,CY,Toxicity,2,1.0,3.0,,,,,3
350,CY,IdentityAttack,1,1.0,3.0,,,,,1
350,CY,Bias,1,1.0,3.0,,,,,1
350,CY,Microaggression,2,1.0,1.0,,,,,1
350,CY,Violence,2,1.0,1.0,,,,,1
350,CY,SelfHarm,1,1.0,1.0,,,,,1
350,CY,Insult,2,1.0,3.0,,,,,3
350,CY,SexualContent,1,1.0,1.0,,,,,1
917,CY,Toxicity,2,1.0,,,,,,1
917,CY,IdentityAttack,1,1.0,,,,,,1
917,CY,Bias,1,1.0,,,,,,1
917,CY,Microaggression,1,1.0,,,,,,1
917,CY,Violence,1,1.0,,,,,,1
917,CY,SelfHarm,1,1.0,,,,,,1
917,CY,Insult,1,1.0,,,,,,1
917,CY,SexualContent,3,1.0,,,,,,1
829,CY,Toxicity,1,2.0,,,,,,1
829,CY,IdentityAttack,1,2.0,,,,,,1
829,CY,Bias,1,1.0,,,,,,1
829,CY,Microaggression,1,1.0,,,,,,1
829,CY,Violence,1,1.0,,,,,,1
829,CY,SelfHarm,1,1.0,,,,,,1
829,CY,Insult,2,1.0,,,,,,1
829,CY,SexualContent,1,1.0,,,,,,1
965,CY,Toxicity,1,2.0,,,,,,2
965,CY,IdentityAttack,1,2.0,,,,,,1
965,CY,Bias,1,2.0,,,,,,1
965,CY,Microaggression,1,2.0,,,,,,1
965,CY,Violence,1,1.0,,,,,,1
965,CY,SelfHarm,1,1.0,,,,,,1
965,CY,Insult,1,1.0,,,,,,2
965,CY,SexualContent,1,1.0,,,,,,1
226,CY,Toxicity,2,1.0,,,,,,3
226,CY,IdentityAttack,2,1.0,,,,,,1
226,CY,Bias,1,1.0,,,,,,1
226,CY,Microaggression,1,1.0,,,,,,1
226,CY,Violence,1,1.0,,,,,,1
226,CY,SelfHarm,1,1.0,,,,,,1
226,CY,Insult,3,1.0,,,,,,3
226,CY,SexualContent,1,1.0,,,,,,1
137,CY,Toxicity,3,1.0,,,,,,3
137,CY,IdentityAttack,1,1.0,,,,,,1
137,CY,Bias,1,1.0,,,,,,1
137,CY,Microaggression,1,1.0,,,,,,1
137,CY,Violence,1,1.0,,,,,,1
137,CY,SelfHarm,1,1.0,,,,,,1
137,CY,Insult,3,1.0,,,,,,3
137,CY,SexualContent,3,1.0,,,,,,1
982,CY,Toxicity,1,1.0,,,,,,2
982,CY,IdentityAttack,1,1.0,,,,,,1
982,CY,Bias,1,1.0,,,,,,1
982,CY,Microaggression,1,1.0,,,,,,1
982,CY,Violence,1,1.0,,,,,,1
982,CY,SelfHarm,1,1.0,,,,,,1
982,CY,Insult,1,1.0,,,,,,2
982,CY,SexualContent,1,1.0,,,,,,1
409,CY,Toxicity,2,5.0,3.0,3.0,3.0,3.0,3.0,3
409,CY,IdentityAttack,2,3.0,3.0,3.0,3.0,3.0,3.0,3
409,CY,Bias,1,3.0,3.0,3.0,3.0,3.0,3.0,3
409,CY,Microaggression,1,1.0,1.0,1.0,1.0,1.0,1.0,1
409,CY,Violence,1,3.0,1.0,1.0,1.0,1.0,1.0,1
409,CY,SelfHarm,1,1.0,1.0,1.0,1.0,1.0,1.0,1
409,CY,Insult,2,3.0,3.0,3.0,3.0,3.0,3.0,3
409,CY,SexualContent,2,1.0,1.0,1.0,1.0,1.0,1.0,1
447,CY,Toxicity,4,5.0,,,,,,4
447,CY,IdentityAttack,3,3.0,,,,,,3
447,CY,Bias,2,3.0,,,,,,3
447,CY,Microaggression,2,3.0,,,,,,1
447,CY,Violence,1,3.0,,,,,,1
447,CY,SelfHarm,1,1.0,,,,,,1
447,CY,Insult,3,3.0,,,,,,3
447,CY,SexualContent,3,1.0,,,,,,1
275,CY,Toxicity,2,1.0,,,,,,1
275,CY,IdentityAttack,1,1.0,,,,,,1
275,CY,Bias,1,1.0,,,,,,1
275,CY,Microaggression,1,1.0,,,,,,1
275,CY,Violence,1,1.0,,,,,,1
275,CY,SelfHarm,1,1.0,,,,,,1
275,CY,Insult,1,1.0,,,,,,1
275,CY,SexualContent,1,1.0,,,,,,1
599,CY,Toxicity,2,5.0,,,,,,3
599,CY,IdentityAttack,1,1.0,,,,,,1
599,CY,Bias,1,1.0,,,,,,1
599,CY,Microaggression,1,1.0,,,,,,1
599,CY,Violence,3,3.0,,,,,,3
599,CY,SelfHarm,1,3.0,,,,,,1
599,CY,Insult,1,1.0,,,,,,1
599,CY,SexualContent,1,1.0,,,,,,1
198,CY,Toxicity,5,1.0,,,,,,3
198,CY,IdentityAttack,1,1.0,,,,,,1
198,CY,Bias,1,1.0,,,,,,1
198,CY,Microaggression,1,1.0,,,,,,1
198,CY,Violence,3,1.0,,,,,,3
198,CY,SelfHarm,2,1.0,,,,,,1
198,CY,Insult,1,1.0,,,,,,1
198,CY,SexualContent,3,1.0,,,,,,3
767,CY,Toxicity,2,,,,,,,2
767,CY,IdentityAttack,3,,,,,,,1
767,CY,Bias,1,,,,,,,1
767,CY,Microaggression,1,,,,,,,1
767,CY,Violence,1,,,,,,,1
767,CY,SelfHarm,1,,,,,,,1
767,CY,Insult,3,,,,,,,2
767,CY,SexualContent,1,,,,,,,1
985,CY,Toxicity,2,2.0,,,,,,2
985,CY,IdentityAttack,3,1.0,,,,,,1
985,CY,Bias,1,1.0,,,,,,1
985,CY,Microaggression,1,1.0,,,,,,1
985,CY,Violence,1,2.0,,,,,,1
985,CY,SelfHarm,1,1.0,,,,,,1
985,CY,Insult,2,1.0,,,,,,2
985,CY,SexualContent,3,1.0,,,,,,1
140,CY,Toxicity,3,5.0,,,,,,3
140,CY,IdentityAttack,1,1.0,,,,,,1
140,CY,Bias,2,1.0,,,,,,1
140,CY,Microaggression,1,1.0,,,,,,1
140,CY,Violence,3,3.0,,,,,,3
140,CY,SelfHarm,1,1.0,,,,,,1
140,CY,Insult,3,1.0,,,,,,1
140,CY,SexualContent,2,1.0,,,,,,1
476,CY,Toxicity,4,,,,,,,3
476,CY,IdentityAttack,2,,,,,,,3
476,CY,Bias,2,,,,,,,3
476,CY,Microaggression,1,,,,,,,1
476,CY,Violence,1,,,,,,,1
476,CY,SelfHarm,1,,,,,,,1
476,CY,Insult,3,,,,,,,3
476,CY,SexualContent,2,,,,,,,1
35,CY,Toxicity,2,1.0,,,,,,3
35,CY,IdentityAttack,1,1.0,,,,,,1
35,CY,Bias,1,1.0,,,,,,1
35,CY,Microaggression,1,1.0,,,,,,1
35,CY,Violence,1,1.0,,,,,,1
35,CY,SelfHarm,1,1.0,,,,,,1
35,CY,Insult,2,1.0,,,,,,3
35,CY,SexualContent,1,1.0,,,,,,1
784,CY,Toxicity,1,3.0,3.0,3.0,3.0,3.0,3.0,2
784,CY,IdentityAttack,1,3.0,1.0,1.0,1.0,1.0,1.0,1
784,CY,Bias,1,3.0,1.0,1.0,1.0,1.0,1.0,1
784,CY,Microaggression,2,3.0,1.0,1.0,1.0,1.0,1.0,1
784,CY,Violence,2,3.0,1.0,1.0,1.0,1.0,1.0,1
784,CY,SelfHarm,1,1.0,1.0,1.0,1.0,1.0,1.0,1
784,CY,Insult,2,3.0,3.0,3.0,3.0,3.0,3.0,2
784,CY,SexualContent,1,1.0,1.0,1.0,1.0,1.0,1.0,1
505,CY,Toxicity,3,2.0,,,,,,3
505,CY,IdentityAttack,3,2.0,,,,,,3
505,CY,Bias,1,2.0,,,,,,3
505,CY,Microaggression,1,2.0,,,,,,1
505,CY,Violence,1,1.0,,,,,,1
505,CY,SelfHarm,1,1.0,,,,,,1
505,CY,Insult,3,2.0,,,,,,3
505,CY,SexualContent,1,1.0,,,,,,1
383,CY,Toxicity,1,2.0,,,,,,2
383,CY,IdentityAttack,1,1.0,,,,,,1
383,CY,Bias,1,1.0,,,,,,1
383,CY,Microaggression,1,1.0,,,,,,1
383,CY,Violence,2,2.0,,,,,,1
383,CY,SelfHarm,1,1.0,,,,,,1
383,CY,Insult,1,1.0,,,,,,2
383,CY,SexualContent,1,1.0,,,,,,1
978,CY,Toxicity,1,,,,,,,1
978,CY,IdentityAttack,1,,,,,,,1
978,CY,Bias,1,,,,,,,1
978,CY,Microaggression,1,,,,,,,1
978,CY,Violence,1,,,,,,,1
978,CY,SelfHarm,1,,,,,,,1
978,CY,Insult,2,,,,,,,1
978,CY,SexualContent,1,,,,,,,1
414,CY,Toxicity,5,5.0,5.0,5.0,5.0,5.0,5.0,5
414,CY,IdentityAttack,3,3.0,3.0,3.0,3.0,3.0,3.0,3
414,CY,Bias,2,3.0,3.0,3.0,3.0,3.0,3.0,3
414,CY,Microaggression,2,1.0,1.0,1.0,1.0,1.0,1.0,1
414,CY,Violence,3,3.0,3.0,3.0,3.0,3.0,3.0,3
414,CY,SelfHarm,1,1.0,1.0,1.0,1.0,1.0,1.0,1
414,CY,Insult,1,3.0,3.0,3.0,3.0,3.0,3.0,3
414,CY,SexualContent,3,1.0,1.0,1.0,1.0,1.0,1.0,1
774,CY,Toxicity,1,2.0,,,,,,1
774,CY,IdentityAttack,1,1.0,,,,,,1
774,CY,Bias,1,1.0,,,,,,1
774,CY,Microaggression,1,1.0,,,,,,1
774,CY,Violence,1,1.0,,,,,,1
774,CY,SelfHarm,1,1.0,,,,,,1
774,CY,Insult,2,1.0,,,,,,1
774,CY,SexualContent,1,1.0,,,,,,1
111,CY,Toxicity,1,3.0,,,,,,2
111,CY,IdentityAttack,1,3.0,,,,,,1
111,CY,Bias,1,3.0,,,,,,1
111,CY,Microaggression,1,3.0,,,,,,1
111,CY,Violence,1,1.0,,,,,,1
111,CY,SelfHarm,1,1.0,,,,,,1
111,CY,Insult,1,3.0,,,,,,2
111,CY,SexualContent,2,1.0,,,,,,1
671,CY,Toxicity,3,3.0,,,,,,4
671,CY,IdentityAttack,3,3.0,,,,,,3
671,CY,Bias,3,3.0,,,,,,3
671,CY,Microaggression,1,3.0,,,,,,1
671,CY,Violence,3,1.0,,,,,,1
671,CY,SelfHarm,1,1.0,,,,,,1
671,CY,Insult,3,3.0,,,,,,3
671,CY,SexualContent,1,1.0,,,,,,1
65,CY,Toxicity,2,3.0,3.0,3.0,3.0,3.0,3.0,3
65,CY,IdentityAttack,1,3.0,1.0,1.0,1.0,1.0,1.0,1
65,CY,Bias,1,3.0,1.0,1.0,1.0,1.0,1.0,1
65,CY,Microaggression,1,3.0,1.0,1.0,1.0,1.0,1.0,1
65,CY,Violence,1,1.0,1.0,1.0,1.0,1.0,1.0,1
65,CY,SelfHarm,1,1.0,1.0,1.0,1.0,1.0,1.0,1
65,CY,Insult,2,3.0,3.0,3.0,3.0,3.0,3.0,3
65,CY,SexualContent,1,1.0,1.0,1.0,1.0,1.0,1.0,1
499,CY,Toxicity,3,2.0,,,,,,3
499,CY,IdentityAttack,1,2.0,,,,,,1
499,CY,Bias,1,2.0,,,,,,1
499,CY,Microaggression,1,2.0,,,,,,1
499,CY,Violence,2,1.0,,,,,,1
499,CY,SelfHarm,2,1.0,,,,,,1
499,CY,Insult,1,1.0,,,,,,3
499,CY,SexualContent,3,1.0,,,,,,3
11,CY,Toxicity,3,3.0,,,3.0,3.0,3.0,3
11,CY,IdentityAttack,3,3.0,,,1.0,1.0,1.0,1
11,CY,Bias,1,3.0,,,1.0,1.0,1.0,1
11,CY,Microaggression,1,3.0,,,1.0,1.0,1.0,1
11,CY,Violence,1,3.0,,,1.0,1.0,1.0,1
11,CY,SelfHarm,1,1.0,,,1.0,1.0,1.0,1
11,CY,Insult,3,3.0,,,3.0,3.0,3.0,3
11,CY,SexualContent,1,1.0,,,1.0,1.0,1.0,1
791,CY,Toxicity,3,3.0,3.0,,,,,3
791,CY,IdentityAttack,1,3.0,1.0,,,,,1
791,CY,Bias,1,3.0,1.0,,,,,1
791,CY,Microaggression,1,3.0,1.0,,,,,1
791,CY,Violence,3,3.0,3.0,,,,,3
791,CY,SelfHarm,1,1.0,1.0,,,,,1
791,CY,Insult,1,3.0,3.0,,,,,3
791,CY,SexualContent,3,1.0,1.0,,,,,1
600,CY,Toxicity,2,3.0,3.0,3.0,3.0,3.0,3.0,2
600,CY,IdentityAttack,1,3.0,1.0,1.0,1.0,1.0,1.0,1
600,CY,Bias,1,3.0,1.0,1.0,1.0,1.0,1.0,1
600,CY,Microaggression,1,3.0,1.0,1.0,1.0,1.0,1.0,1
600,CY,Violence,1,3.0,1.0,1.0,1.0,1.0,1.0,1
600,CY,SelfHarm,1,1.0,1.0,1.0,1.0,1.0,1.0,1
600,CY,Insult,2,3.0,3.0,3.0,3.0,3.0,3.0,2
600,CY,SexualContent,1,1.0,1.0,1.0,1.0,1.0,1.0,1
632,CY,Toxicity,2,1.0,,,,,,3
632,CY,IdentityAttack,1,1.0,,,,,,1
632,CY,Bias,1,1.0,,,,,,1
632,CY,Microaggression,1,1.0,,,,,,1
632,CY,Violence,1,1.0,,,,,,3
632,CY,SelfHarm,1,1.0,,,,,,1
632,CY,Insult,2,1.0,,,,,,1
632,CY,SexualContent,1,1.0,,,,,,1
162,CY,Toxicity,2,1.0,,,,,,2
162,CY,IdentityAttack,1,1.0,,,,,,1
162,CY,Bias,1,1.0,,,,,,1
162,CY,Microaggression,1,1.0,,,,,,1
162,CY,Violence,1,1.0,,,,,,1
162,CY,SelfHarm,1,1.0,,,,,,1
162,CY,Insult,2,1.0,,,,,,2
162,CY,SexualContent,1,1.0,,,,,,1
772,CY,Toxicity,4,1.0,,,,,,1
772,CY,IdentityAttack,3,1.0,,,,,,1
772,CY,Bias,1,1.0,,,,,,1
772,CY,Microaggression,1,1.0,,,,,,1
772,CY,Violence,1,1.0,,,,,,1
772,CY,SelfHarm,1,1.0,,,,,,1
772,CY,Insult,1,1.0,,,,,,1
772,CY,SexualContent,1,1.0,,,,,,1
315,CY,Toxicity,4,5.0,3.0,3.0,3.0,3.0,3.0,3
315,CY,IdentityAttack,3,3.0,1.0,3.0,1.0,1.0,1.0,2
315,CY,Bias,3,3.0,1.0,3.0,1.0,1.0,1.0,2
315,CY,Microaggression,1,3.0,1.0,1.0,1.0,1.0,1.0,1
315,CY,Violence,2,3.0,1.0,1.0,1.0,1.0,1.0,1
315,CY,SelfHarm,1,1.0,1.0,1.0,1.0,1.0,1.0,1
315,CY,Insult,3,3.0,3.0,3.0,3.0,3.0,3.0,3
315,CY,SexualContent,1,1.0,1.0,1.0,1.0,1.0,1.0,1
803,CY,Toxicity,2,3.0,3.0,3.0,3.0,3.0,3.0,1
803,CY,IdentityAttack,2,3.0,3.0,3.0,1.0,1.0,1.0,1
803,CY,Bias,1,3.0,3.0,3.0,1.0,1.0,1.0,1
803,CY,Microaggression,1,3.0,1.0,1.0,1.0,1.0,1.0,1
803,CY,Violence,1,3.0,1.0,1.0,1.0,1.0,1.0,1
803,CY,SelfHarm,1,1.0,1.0,1.0,1.0,1.0,1.0,1
803,CY,Insult,1,3.0,3.0,3.0,3.0,3.0,3.0,1
803,CY,SexualContent,3,1.0,1.0,1.0,1.0,1.0,1.0,1
215,CY,Toxicity,3,5.0,3.0,5.0,5.0,4.0,4.0,3
215,CY,IdentityAttack,1,3.0,1.0,3.0,3.0,3.0,3.0,3
215,CY,Bias,1,3.0,1.0,3.0,3.0,3.0,3.0,3
215,CY,Microaggression,1,3.0,1.0,1.0,1.0,1.0,1.0,1
215,CY,Violence,1,3.0,1.0,1.0,1.0,1.0,1.0,1
215,CY,SelfHarm,1,1.0,1.0,1.0,1.0,1.0,1.0,1
215,CY,Insult,3,3.0,3.0,3.0,3.0,3.0,3.0,3
215,CY,SexualContent,2,1.0,1.0,1.0,1.0,1.0,1.0,1
916,CY,Toxicity,2,2.0,,,,,,1
916,CY,IdentityAttack,2,1.0,,,,,,1
916,CY,Bias,1,1.0,,,,,,1
916,CY,Microaggression,1,1.0,,,,,,1
916,CY,Violence,1,1.0,,,,,,1
916,CY,SelfHarm,1,1.0,,,,,,1
916,CY,Insult,1,1.0,,,,,,1
916,CY,SexualContent,1,1.0,,,,,,1
38,CY,Toxicity,2,3.0,,,,,,3
38,CY,IdentityAttack,1,3.0,,,,,,1
38,CY,Bias,1,3.0,,,,,,1
38,CY,Microaggression,1,3.0,,,,,,1
38,CY,Violence,1,3.0,,,,,,1
38,CY,SelfHarm,1,1.0,,,,,,1
38,CY,Insult,1,2.0,,,,,,3
38,CY,SexualContent,2,1.0,,,,,,1
302,CY,Toxicity,1,,,,,,,2
302,CY,IdentityAttack,2,,,,,,,1
302,CY,Bias,1,,,,,,,1
302,CY,Microaggression,1,,,,,,,1
302,CY,Violence,1,,,,,,,1
302,CY,SelfHarm,1,,,,,,,1
302,CY,Insult,2,,,,,,,2
302,CY,SexualContent,1,,,,,,,1
46,CY,Toxicity,2,3.0,,,,,,2
46,CY,IdentityAttack,1,3.0,,,,,,1
46,CY,Bias,2,3.0,,,,,,1
46,CY,Microaggression,1,3.0,,,,,,1
46,CY,Violence,1,3.0,,,,,,1
46,CY,SelfHarm,1,1.0,,,,,,1
46,CY,Insult,2,3.0,,,,,,2
46,CY,SexualContent,2,1.0,,,,,,1
360,CY,Toxicity,1,1.0,1.0,,,1.0,1.0,1
360,CY,IdentityAttack,1,1.0,1.0,,,1.0,1.0,1
360,CY,Bias,1,1.0,1.0,,,1.0,1.0,1
360,CY,Microaggression,1,1.0,1.0,,,1.0,1.0,1
360,CY,Violence,1,1.0,1.0,,,1.0,1.0,1
360,CY,SelfHarm,1,1.0,1.0,,,1.0,1.0,1
360,CY,Insult,2,1.0,1.0,,,1.0,1.0,1
360,CY,SexualContent,1,1.0,1.0,,,1.0,1.0,1
524,CY,Toxicity,2,3.0,,,,,,3
524,CY,IdentityAttack,2,3.0,,,,,,1
524,CY,Bias,2,3.0,,,,,,1
524,CY,Microaggression,2,3.0,,,,,,1
524,CY,Violence,1,3.0,,,,,,1
524,CY,SelfHarm,1,3.0,,,,,,1
524,CY,Insult,2,3.0,,,,,,3
524,CY,SexualContent,1,1.0,,,,,,1
203,CY,Toxicity,4,5.0,3.0,4.0,4.0,4.0,4.0,3
203,CY,IdentityAttack,3,3.0,3.0,3.0,3.0,3.0,3.0,3
203,CY,Bias,3,3.0,3.0,3.0,3.0,3.0,3.0,3
203,CY,Microaggression,1,3.0,1.0,1.0,1.0,1.0,1.0,1
203,CY,Violence,1,3.0,1.0,1.0,1.0,1.0,1.0,1
203,CY,SelfHarm,1,1.0,1.0,1.0,1.0,1.0,1.0,1
203,CY,Insult,3,3.0,3.0,3.0,3.0,3.0,3.0,3
203,CY,SexualContent,1,1.0,1.0,1.0,1.0,1.0,1.0,1
769,CY,Toxicity,1,1.0,,,,,,1
769,CY,IdentityAttack,1,1.0,,,,,,1
769,CY,Bias,1,1.0,,,,,,1
769,CY,Microaggression,1,1.0,,,,,,1
769,CY,Violence,1,1.0,,,,,,1
769,CY,SelfHarm,1,1.0,,,,,,1
769,CY,Insult,2,1.0,,,,,,1
769,CY,SexualContent,2,1.0,,,,,,1
605,CY,Toxicity,5,2.0,,,,,,3
605,CY,IdentityAttack,3,2.0,,,,,,3
605,CY,Bias,3,2.0,,,,,,3
605,CY,Microaggression,1,1.0,,,,,,1
605,CY,Violence,3,1.0,,,,,,1
605,CY,SelfHarm,1,1.0,,,,,,1
605,CY,Insult,2,1.0,,,,,,3
605,CY,SexualContent,1,1.0,,,,,,1
424,CY,Toxicity,2,1.0,,,,,,3
424,CY,IdentityAttack,1,1.0,,,,,,1
424,CY,Bias,1,1.0,,,,,,1
424,CY,Microaggression,1,1.0,,,,,,1
424,CY,Violence,2,1.0,,,,,,1
424,CY,SelfHarm,1,1.0,,,,,,1
424,CY,Insult,3,1.0,,,,,,3
424,CY,SexualContent,2,1.0,,,,,,1
905,CY,Toxicity,1,1.0,,,,1.0,1.0,1
905,CY,IdentityAttack,1,1.0,,,,1.0,1.0,1
905,CY,Bias,1,1.0,,,,1.0,1.0,1
905,CY,Microaggression,1,1.0,,,,1.0,1.0,1
905,CY,Violence,1,1.0,,,,1.0,1.0,1
905,CY,SelfHarm,1,1.0,,,,1.0,1.0,1
905,CY,Insult,1,1.0,,,,1.0,1.0,1
905,CY,SexualContent,1,1.0,,,,1.0,1.0,1
435,CY,Toxicity,3,5.0,,,,,,5
435,CY,IdentityAttack,1,3.0,,,,,,3
435,CY,Bias,1,3.0,,,,,,3
435,CY,Microaggression,1,3.0,,,,,,1
435,CY,Violence,2,3.0,,,,,,3
435,CY,SelfHarm,3,3.0,,,,,,1
435,CY,Insult,3,3.0,,,,,,3
435,CY,SexualContent,3,1.0,,,,,,1
870,CY,Toxicity,3,2.0,,,,,,1
870,CY,IdentityAttack,3,2.0,,,,,,1
870,CY,Bias,2,2.0,,,,,,1
870,CY,Microaggression,1,2.0,,,,,,1
870,CY,Violence,1,1.0,,,,,,1
870,CY,SelfHarm,1,1.0,,,,,,1
870,CY,Insult,3,1.0,,,,,,1
870,CY,SexualContent,1,1.0,,,,,,1
