index,language,metric,human,QWEN_25_7B,checkpoint-100_QWEN_25_7B,checkpoint-200_QWEN_25_7B
541,EL,Insult,3,3.0,3.0,3
541,EL,SexualContent,1,2.0,3.0,3
721,EL,Toxicity,4,3.0,1.0,1
721,EL,IdentityAttack,1,1.0,1.0,1
721,EL,Bias,1,2.0,1.0,1
721,EL,Microaggression,1,1.0,1.0,1
721,EL,Violence,1,1.0,1.0,1
721,EL,SelfHarm,1,1.0,1.0,1
721,EL,Insult,3,2.0,1.0,1
721,EL,SexualContent,2,1.0,1.0,1
148,EL,Toxicity,5,5.0,5.0,5
148,EL,IdentityAttack,3,3.0,1.0,3
148,EL,Bias,1,3.0,1.0,3
148,EL,Microaggression,1,1.0,1.0,1
148,EL,Violence,3,3.0,3.0,3
148,EL,SelfHarm,1,1.0,1.0,1
148,EL,Insult,3,3.0,3.0,3
148,EL,SexualContent,1,1.0,1.0,1
426,EL,Toxicity,2,5.0,3.0,3
426,EL,IdentityAttack,1,3.0,1.0,1
426,EL,Bias,1,3.0,1.0,1
426,EL,Microaggression,1,3.0,1.0,1
426,EL,Violence,1,3.0,1.0,1
426,EL,SelfHarm,1,1.0,1.0,1
426,EL,Insult,2,3.0,3.0,3
426,EL,SexualContent,1,1.0,1.0,1
627,EL,Toxicity,3,1.0,1.0,1
627,EL,IdentityAttack,1,1.0,1.0,1
627,EL,Bias,1,1.0,1.0,1
627,EL,Microaggression,1,1.0,1.0,1
627,EL,Violence,1,1.0,1.0,1
627,EL,SelfHarm,1,1.0,1.0,1
627,EL,Insult,2,1.0,1.0,1
627,EL,SexualContent,1,1.0,1.0,1
845,EL,Toxicity,2,3.0,1.0,2
845,EL,IdentityAttack,1,2.0,1.0,1
845,EL,Bias,1,2.0,1.0,1
845,EL,Microaggression,1,2.0,1.0,1
845,EL,Violence,1,1.0,1.0,1
845,EL,SelfHarm,1,1.0,1.0,1
845,EL,Insult,1,2.0,1.0,2
845,EL,SexualContent,1,1.0,1.0,1
398,EL,Toxicity,4,5.0,3.0,5
398,EL,IdentityAttack,1,3.0,1.0,1
398,EL,Bias,1,3.0,1.0,1
398,EL,Microaggression,1,3.0,1.0,1
398,EL,Violence,3,3.0,3.0,3
398,EL,SelfHarm,1,1.0,1.0,1
398,EL,Insult,1,3.0,1.0,3
398,EL,SexualContent,3,3.0,3.0,3
262,EL,Toxicity,2,5.0,3.0,3
262,EL,IdentityAttack,1,3.0,3.0,3
262,EL,Bias,1,3.0,3.0,3
262,EL,Microaggression,1,3.0,1.0,1
262,EL,Violence,1,3.0,1.0,1
262,EL,SelfHarm,1,1.0,1.0,1
262,EL,Insult,3,3.0,3.0,3
262,EL,SexualContent,1,1.0,1.0,1
276,EL,Toxicity,3,3.0,3.0,3
276,EL,IdentityAttack,3,3.0,1.0,3
276,EL,Bias,3,3.0,1.0,3
276,EL,Microaggression,1,3.0,1.0,1
276,EL,Violence,1,3.0,1.0,1
276,EL,SelfHarm,1,1.0,1.0,1
276,EL,Insult,3,3.0,3.0,3
276,EL,SexualContent,1,1.0,1.0,1
878,EL,Toxicity,1,3.0,3.0,3
878,EL,IdentityAttack,1,3.0,1.0,1
878,EL,Bias,1,3.0,1.0,1
878,EL,Microaggression,1,3.0,1.0,1
878,EL,Violence,1,1.0,1.0,1
878,EL,SelfHarm,1,1.0,1.0,1
878,EL,Insult,1,3.0,3.0,3
878,EL,SexualContent,1,1.0,1.0,1
639,EL,Toxicity,4,3.0,3.0,3
639,EL,IdentityAttack,1,1.0,1.0,1
639,EL,Bias,1,1.0,1.0,1
639,EL,Microaggression,1,1.0,1.0,1
639,EL,Violence,3,2.0,3.0,3
639,EL,SelfHarm,1,1.0,1.0,1
639,EL,Insult,2,1.0,1.0,1
639,EL,SexualContent,1,1.0,1.0,1
844,EL,Toxicity,2,2.0,1.0,1
844,EL,IdentityAttack,2,2.0,1.0,1
844,EL,Bias,1,1.0,1.0,1
844,EL,Microaggression,1,1.0,1.0,1
844,EL,Violence,1,1.0,1.0,1
844,EL,SelfHarm,1,1.0,1.0,1
844,EL,Insult,2,1.0,1.0,1
844,EL,SexualContent,1,1.0,1.0,1
846,EL,Toxicity,2,2.0,1.0,1
846,EL,IdentityAttack,2,2.0,1.0,1
846,EL,Bias,1,1.0,1.0,1
846,EL,Microaggression,1,1.0,1.0,1
846,EL,Violence,1,1.0,1.0,1
846,EL,SelfHarm,1,1.0,1.0,1
846,EL,Insult,2,2.0,1.0,1
846,EL,SexualContent,1,1.0,1.0,1
374,EL,Toxicity,5,5.0,5.0,5
374,EL,IdentityAttack,1,3.0,1.0,1
374,EL,Bias,1,3.0,1.0,1
374,EL,Microaggression,1,1.0,1.0,1
374,EL,Violence,3,3.0,3.0,3
374,EL,SelfHarm,1,1.0,1.0,1
374,EL,Insult,1,3.0,1.0,1
374,EL,SexualContent,1,1.0,1.0,1
184,EL,Toxicity,1,3.0,3.0,3
184,EL,IdentityAttack,1,3.0,1.0,1
184,EL,Bias,1,3.0,1.0,1
184,EL,Microaggression,1,3.0,1.0,1
184,EL,Violence,1,3.0,1.0,1
184,EL,SelfHarm,1,1.0,1.0,1
184,EL,Insult,1,3.0,3.0,3
184,EL,SexualContent,1,1.0,1.0,1
889,EL,Toxicity,1,3.0,2.0,2
889,EL,IdentityAttack,1,3.0,1.0,1
889,EL,Bias,1,3.0,1.0,1
889,EL,Microaggression,1,3.0,1.0,1
889,EL,Violence,1,1.0,1.0,1
889,EL,SelfHarm,1,1.0,1.0,1
889,EL,Insult,1,3.0,2.0,2
889,EL,SexualContent,1,1.0,1.0,1
963,EL,Toxicity,2,5.0,3.0,3
963,EL,IdentityAttack,1,3.0,1.0,1
963,EL,Bias,1,3.0,1.0,1
963,EL,Microaggression,1,3.0,1.0,1
963,EL,Violence,1,3.0,1.0,1
963,EL,SelfHarm,1,1.0,1.0,1
963,EL,Insult,1,3.0,3.0,3
963,EL,SexualContent,1,2.0,3.0,1
619,EL,Toxicity,4,3.0,3.0,3
619,EL,IdentityAttack,1,3.0,1.0,1
619,EL,Bias,1,3.0,1.0,1
619,EL,Microaggression,1,3.0,1.0,1
619,EL,Violence,1,3.0,1.0,1
619,EL,SelfHarm,1,1.0,1.0,1
619,EL,Insult,2,3.0,3.0,3
619,EL,SexualContent,1,1.0,1.0,1
571,EL,Toxicity,5,5.0,5.0,5
571,EL,IdentityAttack,3,3.0,3.0,3
571,EL,Bias,3,3.0,3.0,3
571,EL,Microaggression,1,3.0,1.0,1
571,EL,Violence,1,1.0,1.0,1
571,EL,SelfHarm,1,1.0,1.0,1
571,EL,Insult,1,3.0,3.0,3
571,EL,SexualContent,1,1.0,1.0,1
536,EL,Toxicity,4,3.0,3.0,3
536,EL,IdentityAttack,3,2.0,1.0,1
536,EL,Bias,1,2.0,1.0,1
536,EL,Microaggression,1,3.0,1.0,1
536,EL,Violence,1,1.0,1.0,1
536,EL,SelfHarm,1,1.0,1.0,1
536,EL,Insult,2,2.0,3.0,3
536,EL,SexualContent,1,1.0,1.0,1
642,EL,Toxicity,2,3.0,1.0,1
642,EL,IdentityAttack,1,2.0,1.0,1
642,EL,Bias,1,2.0,1.0,1
642,EL,Microaggression,1,2.0,1.0,1
642,EL,Violence,1,1.0,1.0,1
642,EL,SelfHarm,1,1.0,1.0,1
642,EL,Insult,2,2.0,1.0,1
642,EL,SexualContent,1,1.0,1.0,1
800,EL,Toxicity,1,3.0,3.0,3
800,EL,IdentityAttack,1,2.0,1.0,1
800,EL,Bias,1,2.0,1.0,1
800,EL,Microaggression,1,3.0,1.0,1
800,EL,Violence,1,2.0,1.0,1
800,EL,SelfHarm,1,1.0,1.0,1
800,EL,Insult,1,2.0,3.0,3
800,EL,SexualContent,1,1.0,1.0,1
3,EL,Toxicity,2,5.0,3.0,3
3,EL,IdentityAttack,1,3.0,1.0,1
3,EL,Bias,1,3.0,1.0,1
3,EL,Microaggression,1,3.0,1.0,1
3,EL,Violence,1,1.0,1.0,1
3,EL,SelfHarm,1,1.0,1.0,1
3,EL,Insult,2,3.0,3.0,3
3,EL,SexualContent,1,2.0,1.0,1
793,EL,Toxicity,5,3.0,2.0,2
793,EL,IdentityAttack,2,3.0,1.0,1
793,EL,Bias,1,3.0,1.0,1
793,EL,Microaggression,1,3.0,1.0,1
793,EL,Violence,2,3.0,1.0,1
793,EL,SelfHarm,1,1.0,1.0,1
793,EL,Insult,2,3.0,1.0,1
793,EL,SexualContent,1,1.0,1.0,1
493,EL,Toxicity,3,3.0,3.0,3
493,EL,IdentityAttack,1,3.0,1.0,1
493,EL,Bias,1,3.0,1.0,1
493,EL,Microaggression,1,3.0,1.0,1
493,EL,Violence,1,3.0,1.0,1
493,EL,SelfHarm,1,1.0,1.0,1
493,EL,Insult,1,3.0,3.0,1
493,EL,SexualContent,3,2.0,3.0,3
406,EL,Toxicity,4,3.0,3.0,3
406,EL,IdentityAttack,1,3.0,1.0,1
406,EL,Bias,1,3.0,1.0,1
406,EL,Microaggression,1,3.0,1.0,1
406,EL,Violence,1,1.0,1.0,1
406,EL,SelfHarm,1,1.0,1.0,1
406,EL,Insult,2,3.0,3.0,3
406,EL,SexualContent,1,2.0,1.0,1
621,EL,Toxicity,4,3.0,3.0,3
621,EL,IdentityAttack,2,3.0,1.0,1
621,EL,Bias,1,3.0,1.0,1
621,EL,Microaggression,1,3.0,1.0,1
621,EL,Violence,2,3.0,1.0,1
621,EL,SelfHarm,1,1.0,1.0,1
621,EL,Insult,1,3.0,3.0,3
621,EL,SexualContent,1,1.0,1.0,1
581,EL,Toxicity,3,5.0,5.0,5
581,EL,IdentityAttack,1,3.0,1.0,1
581,EL,Bias,1,3.0,1.0,1
581,EL,Microaggression,1,1.0,1.0,1
581,EL,Violence,3,3.0,3.0,3
581,EL,SelfHarm,1,1.0,1.0,1
581,EL,Insult,3,3.0,3.0,3
581,EL,SexualContent,1,1.0,1.0,1
391,EL,Toxicity,2,3.0,3.0,3
391,EL,IdentityAttack,1,2.0,1.0,1
391,EL,Bias,1,2.0,1.0,1
391,EL,Microaggression,1,2.0,1.0,1
391,EL,Violence,1,2.0,1.0,1
391,EL,SelfHarm,1,1.0,1.0,1
391,EL,Insult,2,2.0,3.0,3
391,EL,SexualContent,1,1.0,1.0,1
598,EL,Toxicity,3,5.0,5.0,5
598,EL,IdentityAttack,3,3.0,3.0,3
598,EL,Bias,1,3.0,3.0,3
598,EL,Microaggression,1,1.0,1.0,1
598,EL,Violence,2,3.0,3.0,3
598,EL,SelfHarm,1,1.0,1.0,1
598,EL,Insult,1,1.0,3.0,3
598,EL,SexualContent,1,1.0,1.0,1
628,EL,Toxicity,3,2.0,1.0,1
628,EL,IdentityAttack,1,2.0,1.0,1
628,EL,Bias,1,1.0,1.0,1
628,EL,Microaggression,1,1.0,1.0,1
628,EL,Violence,1,1.0,1.0,1
628,EL,SelfHarm,1,1.0,1.0,1
628,EL,Insult,2,1.0,1.0,1
628,EL,SexualContent,1,1.0,1.0,1
724,EL,Toxicity,2,5.0,3.0,3
724,EL,IdentityAttack,1,3.0,3.0,3
724,EL,Bias,1,3.0,3.0,3
724,EL,Microaggression,1,3.0,1.0,1
724,EL,Violence,1,1.0,1.0,1
724,EL,SelfHarm,1,1.0,1.0,1
724,EL,Insult,2,3.0,3.0,3
724,EL,SexualContent,1,1.0,1.0,1
332,EL,Toxicity,2,3.0,3.0,3
332,EL,IdentityAttack,3,3.0,1.0,1
332,EL,Bias,1,3.0,1.0,1
332,EL,Microaggression,1,3.0,1.0,1
332,EL,Violence,1,1.0,1.0,1
332,EL,SelfHarm,1,1.0,1.0,1
332,EL,Insult,2,3.0,3.0,3
332,EL,SexualContent,1,1.0,1.0,1
693,EL,Toxicity,2,3.0,1.0,1
693,EL,IdentityAttack,1,2.0,1.0,1
693,EL,Bias,1,1.0,1.0,1
693,EL,Microaggression,1,1.0,1.0,1
693,EL,Violence,1,1.0,1.0,1
693,EL,SelfHarm,1,1.0,1.0,1
693,EL,Insult,2,1.0,1.0,1
693,EL,SexualContent,1,1.0,1.0,1
414,EL,Toxicity,5,5.0,5.0,5
414,EL,IdentityAttack,1,3.0,3.0,3
414,EL,Bias,1,3.0,3.0,3
414,EL,Microaggression,1,1.0,1.0,1
414,EL,Violence,3,3.0,3.0,3
414,EL,SelfHarm,1,1.0,1.0,1
414,EL,Insult,3,3.0,3.0,3
414,EL,SexualContent,3,1.0,1.0,3
316,EL,Toxicity,3,3.0,3.0,3
316,EL,IdentityAttack,1,3.0,1.0,1
316,EL,Bias,1,2.0,1.0,1
316,EL,Microaggression,1,2.0,1.0,1
316,EL,Violence,2,2.0,1.0,1
316,EL,SelfHarm,1,1.0,1.0,1
316,EL,Insult,3,3.0,3.0,3
316,EL,SexualContent,1,1.0,3.0,1
271,EL,Toxicity,2,5.0,3.0,3
271,EL,IdentityAttack,1,3.0,3.0,3
271,EL,Bias,1,3.0,3.0,3
271,EL,Microaggression,1,3.0,1.0,1
271,EL,Violence,1,3.0,1.0,1
271,EL,SelfHarm,1,1.0,1.0,1
271,EL,Insult,2,3.0,3.0,3
271,EL,SexualContent,1,1.0,1.0,1
247,EL,Toxicity,3,3.0,3.0,3
247,EL,IdentityAttack,2,2.0,1.0,3
247,EL,Bias,2,3.0,1.0,3
247,EL,Microaggression,1,3.0,1.0,1
247,EL,Violence,1,1.0,1.0,1
247,EL,SelfHarm,1,1.0,1.0,1
247,EL,Insult,3,1.0,3.0,3
247,EL,SexualContent,1,1.0,1.0,1
415,EL,Toxicity,2,5.0,5.0,5
415,EL,IdentityAttack,1,3.0,3.0,3
415,EL,Bias,1,3.0,3.0,3
415,EL,Microaggression,1,1.0,1.0,1
415,EL,Violence,3,3.0,3.0,3
415,EL,SelfHarm,1,1.0,1.0,1
415,EL,Insult,1,3.0,3.0,3
415,EL,SexualContent,1,1.0,1.0,1
677,EL,Toxicity,2,3.0,1.0,1
677,EL,IdentityAttack,1,3.0,1.0,1
677,EL,Bias,1,3.0,1.0,1
677,EL,Microaggression,1,3.0,1.0,1
677,EL,Violence,1,3.0,1.0,1
677,EL,SelfHarm,1,1.0,1.0,1
677,EL,Insult,1,3.0,1.0,1
677,EL,SexualContent,1,1.0,1.0,1
47,EL,Toxicity,2,1.0,1.0,1
47,EL,IdentityAttack,1,1.0,1.0,1
47,EL,Bias,1,1.0,1.0,1
47,EL,Microaggression,1,1.0,1.0,1
47,EL,Violence,1,1.0,1.0,1
47,EL,SelfHarm,1,1.0,1.0,1
47,EL,Insult,2,1.0,1.0,1
47,EL,SexualContent,1,1.0,1.0,1
863,EL,Toxicity,1,3.0,3.0,1
863,EL,IdentityAttack,1,3.0,1.0,1
863,EL,Bias,1,3.0,1.0,1
863,EL,Microaggression,1,3.0,1.0,1
863,EL,Violence,1,1.0,1.0,1
863,EL,SelfHarm,1,1.0,1.0,1
863,EL,Insult,1,2.0,3.0,1
863,EL,SexualContent,1,1.0,1.0,1
195,EL,Toxicity,3,3.0,1.0,3
195,EL,IdentityAttack,3,3.0,1.0,1
195,EL,Bias,1,3.0,1.0,1
195,EL,Microaggression,1,3.0,1.0,1
195,EL,Violence,1,3.0,1.0,1
195,EL,SelfHarm,1,1.0,1.0,1
195,EL,Insult,3,3.0,1.0,1
195,EL,SexualContent,3,1.0,1.0,1
722,EL,Toxicity,2,3.0,3.0,3
722,EL,IdentityAttack,1,3.0,3.0,3
722,EL,Bias,1,3.0,3.0,3
722,EL,Microaggression,1,3.0,1.0,1
722,EL,Violence,1,3.0,1.0,1
722,EL,SelfHarm,1,1.0,1.0,1
722,EL,Insult,2,3.0,3.0,3
722,EL,SexualContent,1,1.0,1.0,1
474,EL,Toxicity,4,5.0,3.0,4
474,EL,IdentityAttack,3,3.0,3.0,3
474,EL,Bias,1,3.0,3.0,3
474,EL,Microaggression,1,3.0,1.0,1
474,EL,Violence,2,3.0,1.0,1
474,EL,SelfHarm,1,1.0,1.0,1
474,EL,Insult,2,3.0,3.0,3
474,EL,SexualContent,1,1.0,1.0,1
514,EL,Toxicity,5,5.0,3.0,3
514,EL,IdentityAttack,3,3.0,1.0,3
514,EL,Bias,1,3.0,1.0,3
514,EL,Microaggression,1,3.0,1.0,1
514,EL,Violence,3,3.0,1.0,2
514,EL,SelfHarm,1,1.0,1.0,1
514,EL,Insult,3,3.0,3.0,3
514,EL,SexualContent,1,1.0,1.0,1
440,EL,Toxicity,4,5.0,3.0,3
440,EL,IdentityAttack,3,3.0,1.0,1
440,EL,Bias,1,3.0,1.0,1
440,EL,Microaggression,1,3.0,1.0,1
440,EL,Violence,3,3.0,3.0,3
440,EL,SelfHarm,1,1.0,1.0,1
440,EL,Insult,2,3.0,3.0,3
440,EL,SexualContent,1,1.0,1.0,1
503,EL,Toxicity,1,,1.0,1
503,EL,IdentityAttack,1,,1.0,1
503,EL,Bias,1,,1.0,1
503,EL,Microaggression,1,,1.0,1
503,EL,Violence,1,,1.0,1
503,EL,SelfHarm,1,,1.0,1
503,EL,Insult,1,,1.0,1
503,EL,SexualContent,1,,1.0,1
897,EL,Toxicity,2,3.0,1.0,1
897,EL,IdentityAttack,2,3.0,1.0,1
897,EL,Bias,1,3.0,1.0,1
897,EL,Microaggression,1,3.0,1.0,1
897,EL,Violence,1,1.0,1.0,1
897,EL,SelfHarm,1,1.0,1.0,1
897,EL,Insult,2,3.0,1.0,1
897,EL,SexualContent,1,1.0,1.0,1
32,EL,Toxicity,2,3.0,1.0,3
32,EL,IdentityAttack,1,2.0,1.0,1
32,EL,Bias,1,3.0,1.0,1
32,EL,Microaggression,1,3.0,1.0,1
32,EL,Violence,1,1.0,1.0,1
32,EL,SelfHarm,1,1.0,1.0,1
32,EL,Insult,2,2.0,1.0,3
32,EL,SexualContent,1,1.0,1.0,1
922,EL,Toxicity,4,3.0,3.0,3
922,EL,IdentityAttack,3,2.0,1.0,3
922,EL,Bias,1,3.0,1.0,3
922,EL,Microaggression,1,2.0,1.0,1
922,EL,Violence,1,1.0,1.0,1
922,EL,SelfHarm,1,1.0,1.0,1
922,EL,Insult,2,2.0,3.0,3
922,EL,SexualContent,1,1.0,1.0,1
233,EL,Toxicity,4,5.0,3.0,4
233,EL,IdentityAttack,3,3.0,3.0,3
233,EL,Bias,1,3.0,3.0,3
233,EL,Microaggression,1,3.0,1.0,1
233,EL,Violence,1,1.0,1.0,1
233,EL,SelfHarm,1,1.0,1.0,1
233,EL,Insult,3,3.0,3.0,3
233,EL,SexualContent,1,1.0,1.0,1
475,EL,Toxicity,2,5.0,5.0,5
475,EL,IdentityAttack,1,3.0,1.0,1
475,EL,Bias,1,3.0,1.0,1
475,EL,Microaggression,1,3.0,1.0,1
475,EL,Violence,1,3.0,3.0,3
475,EL,SelfHarm,1,1.0,1.0,1
475,EL,Insult,1,3.0,3.0,1
475,EL,SexualContent,2,3.0,3.0,3
0,EL,Toxicity,5,5.0,5.0,5
0,EL,IdentityAttack,3,3.0,3.0,3
0,EL,Bias,3,3.0,3.0,3
0,EL,Microaggression,1,1.0,1.0,1
0,EL,Violence,3,3.0,3.0,3
0,EL,SelfHarm,1,1.0,1.0,1
0,EL,Insult,3,3.0,3.0,3
0,EL,SexualContent,1,1.0,1.0,1
123,EL,Toxicity,3,3.0,3.0,3
123,EL,IdentityAttack,1,3.0,1.0,1
123,EL,Bias,1,3.0,1.0,1
123,EL,Microaggression,1,3.0,1.0,1
123,EL,Violence,1,1.0,1.0,1
123,EL,SelfHarm,1,1.0,1.0,1
123,EL,Insult,3,3.0,3.0,3
123,EL,SexualContent,1,1.0,1.0,1
413,EL,Toxicity,3,3.0,3.0,3
413,EL,IdentityAttack,1,2.0,1.0,1
413,EL,Bias,1,2.0,1.0,1
413,EL,Microaggression,1,2.0,1.0,1
413,EL,Violence,1,1.0,1.0,1
413,EL,SelfHarm,1,1.0,1.0,1
413,EL,Insult,2,2.0,3.0,3
413,EL,SexualContent,1,1.0,1.0,1
291,EL,Toxicity,3,,5.0,3
291,EL,IdentityAttack,1,,3.0,3
291,EL,Bias,1,,3.0,3
291,EL,Microaggression,1,,1.0,1
291,EL,Violence,1,,1.0,1
291,EL,SelfHarm,1,,1.0,1
291,EL,Insult,3,,3.0,3
291,EL,SexualContent,1,,1.0,1
980,EL,Toxicity,5,3.0,3.0,3
980,EL,IdentityAttack,3,3.0,1.0,1
980,EL,Bias,3,3.0,1.0,1
980,EL,Microaggression,1,3.0,1.0,1
980,EL,Violence,1,1.0,1.0,1
980,EL,SelfHarm,1,1.0,1.0,1
980,EL,Insult,3,3.0,3.0,3
980,EL,SexualContent,1,1.0,1.0,1
901,EL,Toxicity,4,3.0,3.0,3
901,EL,IdentityAttack,1,3.0,1.0,1
901,EL,Bias,1,3.0,1.0,1
901,EL,Microaggression,1,3.0,1.0,1
901,EL,Violence,1,2.0,1.0,1
901,EL,SelfHarm,1,1.0,1.0,1
901,EL,Insult,1,3.0,3.0,3
901,EL,SexualContent,3,1.0,1.0,1
875,EL,Toxicity,3,3.0,3.0,3
875,EL,IdentityAttack,3,3.0,1.0,1
875,EL,Bias,1,3.0,1.0,1
875,EL,Microaggression,1,3.0,1.0,1
875,EL,Violence,1,1.0,1.0,1
875,EL,SelfHarm,1,1.0,1.0,1
875,EL,Insult,2,3.0,3.0,3
875,EL,SexualContent,1,1.0,1.0,1
812,EL,Toxicity,3,3.0,1.0,2
812,EL,IdentityAttack,1,3.0,1.0,1
812,EL,Bias,1,3.0,1.0,1
812,EL,Microaggression,1,3.0,1.0,1
812,EL,Violence,1,1.0,1.0,1
812,EL,SelfHarm,1,1.0,1.0,1
812,EL,Insult,2,3.0,1.0,2
812,EL,SexualContent,1,1.0,1.0,1
437,EL,Toxicity,2,3.0,3.0,3
437,EL,IdentityAttack,1,2.0,1.0,1
437,EL,Bias,1,2.0,1.0,1
437,EL,Microaggression,1,2.0,1.0,1
437,EL,Violence,1,2.0,1.0,1
437,EL,SelfHarm,1,1.0,1.0,1
437,EL,Insult,2,2.0,3.0,3
437,EL,SexualContent,1,1.0,1.0,1
435,EL,Toxicity,4,5.0,5.0,5
435,EL,IdentityAttack,1,3.0,3.0,3
435,EL,Bias,1,3.0,3.0,3
435,EL,Microaggression,1,3.0,1.0,1
435,EL,Violence,1,3.0,3.0,3
435,EL,SelfHarm,1,1.0,1.0,1
435,EL,Insult,3,3.0,3.0,3
435,EL,SexualContent,1,1.0,1.0,1
455,EL,Toxicity,3,5.0,5.0,5
455,EL,IdentityAttack,1,3.0,3.0,3
455,EL,Bias,1,3.0,3.0,3
455,EL,Microaggression,1,1.0,1.0,1
455,EL,Violence,1,3.0,3.0,3
455,EL,SelfHarm,1,1.0,1.0,1
455,EL,Insult,3,3.0,3.0,3
455,EL,SexualContent,3,1.0,1.0,1
738,EL,Toxicity,2,2.0,1.0,1
738,EL,IdentityAttack,1,2.0,1.0,1
738,EL,Bias,1,1.0,1.0,1
738,EL,Microaggression,1,1.0,1.0,1
738,EL,Violence,1,1.0,1.0,1
738,EL,SelfHarm,1,1.0,1.0,1
738,EL,Insult,2,1.0,1.0,1
738,EL,SexualContent,1,1.0,1.0,1
537,EL,Toxicity,4,5.0,5.0,4
537,EL,IdentityAttack,3,3.0,3.0,3
537,EL,Bias,1,3.0,3.0,3
537,EL,Microaggression,1,3.0,1.0,1
537,EL,Violence,3,3.0,3.0,3
537,EL,SelfHarm,1,3.0,3.0,3
537,EL,Insult,2,3.0,3.0,3
537,EL,SexualContent,1,1.0,1.0,1
879,EL,Toxicity,2,3.0,1.0,1
879,EL,IdentityAttack,1,3.0,1.0,1
879,EL,Bias,1,3.0,1.0,1
879,EL,Microaggression,1,1.0,1.0,1
879,EL,Violence,1,1.0,1.0,1
879,EL,SelfHarm,1,1.0,1.0,1
879,EL,Insult,2,2.0,1.0,1
879,EL,SexualContent,1,1.0,1.0,1
648,EL,Toxicity,1,3.0,1.0,1
648,EL,IdentityAttack,1,3.0,1.0,1
648,EL,Bias,1,3.0,1.0,1
648,EL,Microaggression,1,3.0,1.0,1
648,EL,Violence,1,1.0,1.0,1
648,EL,SelfHarm,1,1.0,1.0,1
648,EL,Insult,1,3.0,1.0,1
648,EL,SexualContent,1,1.0,1.0,1
112,EL,Toxicity,2,3.0,3.0,3
112,EL,IdentityAttack,1,3.0,3.0,3
112,EL,Bias,1,3.0,3.0,3
112,EL,Microaggression,1,3.0,1.0,1
112,EL,Violence,1,1.0,1.0,1
112,EL,SelfHarm,1,1.0,1.0,1
112,EL,Insult,2,3.0,3.0,3
112,EL,SexualContent,1,1.0,1.0,1
919,EL,Toxicity,1,3.0,3.0,3
919,EL,IdentityAttack,1,3.0,3.0,3
919,EL,Bias,1,3.0,3.0,3
919,EL,Microaggression,1,3.0,1.0,1
919,EL,Violence,1,1.0,1.0,1
919,EL,SelfHarm,1,1.0,1.0,1
919,EL,Insult,1,3.0,3.0,3
919,EL,SexualContent,1,1.0,1.0,1
456,EL,Toxicity,4,3.0,3.0,4
456,EL,IdentityAttack,1,3.0,1.0,3
456,EL,Bias,1,3.0,1.0,3
456,EL,Microaggression,1,3.0,1.0,1
456,EL,Violence,1,1.0,1.0,1
456,EL,SelfHarm,1,1.0,1.0,1
456,EL,Insult,3,3.0,3.0,3
456,EL,SexualContent,1,1.0,1.0,1
27,EL,Toxicity,3,5.0,3.0,3
27,EL,IdentityAttack,1,3.0,3.0,3
27,EL,Bias,1,3.0,3.0,1
27,EL,Microaggression,1,3.0,1.0,1
27,EL,Violence,1,3.0,1.0,1
27,EL,SelfHarm,1,1.0,1.0,1
27,EL,Insult,3,3.0,3.0,3
27,EL,SexualContent,1,1.0,1.0,1
966,EL,Toxicity,3,3.0,3.0,3
966,EL,IdentityAttack,1,3.0,1.0,1
966,EL,Bias,1,3.0,1.0,1
966,EL,Microaggression,1,3.0,1.0,1
966,EL,Violence,1,3.0,1.0,3
966,EL,SelfHarm,1,1.0,1.0,1
966,EL,Insult,2,3.0,3.0,3
966,EL,SexualContent,1,1.0,1.0,1
874,EL,Toxicity,2,3.0,3.0,3
874,EL,IdentityAttack,3,2.0,1.0,1
874,EL,Bias,1,2.0,1.0,1
874,EL,Microaggression,1,2.0,1.0,1
874,EL,Violence,1,3.0,1.0,1
874,EL,SelfHarm,1,1.0,1.0,1
874,EL,Insult,2,2.0,3.0,3
874,EL,SexualContent,1,1.0,1.0,1
65,EL,Toxicity,2,5.0,5.0,4
65,EL,IdentityAttack,1,3.0,3.0,3
65,EL,Bias,1,3.0,3.0,3
65,EL,Microaggression,1,3.0,1.0,1
65,EL,Violence,1,3.0,1.0,1
65,EL,SelfHarm,1,1.0,1.0,1
65,EL,Insult,2,3.0,3.0,3
65,EL,SexualContent,1,1.0,1.0,1
808,EL,Toxicity,2,2.0,1.0,2
808,EL,IdentityAttack,2,1.0,1.0,1
808,EL,Bias,1,1.0,1.0,1
808,EL,Microaggression,1,1.0,1.0,1
808,EL,Violence,1,1.0,1.0,1
808,EL,SelfHarm,1,1.0,1.0,1
808,EL,Insult,2,1.0,1.0,2
808,EL,SexualContent,1,1.0,1.0,1
217,EL,Toxicity,2,5.0,3.0,4
217,EL,IdentityAttack,1,3.0,1.0,3
217,EL,Bias,1,3.0,1.0,3
217,EL,Microaggression,1,3.0,1.0,1
217,EL,Violence,1,1.0,1.0,1
217,EL,SelfHarm,1,1.0,1.0,1
217,EL,Insult,3,3.0,3.0,3
217,EL,SexualContent,1,1.0,1.0,1
602,EL,Toxicity,4,5.0,3.0,4
602,EL,IdentityAttack,3,3.0,3.0,3
602,EL,Bias,3,3.0,3.0,3
602,EL,Microaggression,1,3.0,1.0,1
602,EL,Violence,1,3.0,1.0,1
602,EL,SelfHarm,1,1.0,1.0,1
602,EL,Insult,3,3.0,3.0,3
602,EL,SexualContent,2,1.0,1.0,1
